Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-10-28 00:00:00-04:00,23.419906957785283,23.437636286270738,23.029870184914436,23.171701431274414,9529800,0.0,0.0
2013-10-29 00:00:00-04:00,23.348995899209825,23.659252445311463,23.260350930214763,23.357860565185547,9611200,0.0,0.0
2013-10-30 00:00:00-04:00,23.570604563104613,23.68584182502192,23.04760117051279,23.473094940185547,12238300,0.0,0.0
2013-10-31 00:00:00-04:00,23.464235036520254,23.597203345940784,23.278082108551175,23.38445472717285,10144300,0.0,0.0
2013-11-01 00:00:00-04:00,23.45536702739399,23.880862513533415,23.09192419916389,23.668115615844727,13682300,0.0,0.0
2013-11-04 00:00:00-05:00,24.103457189810637,24.68983111289136,23.99684498166541,24.378875732421875,17463300,0.06,0.0
2013-11-05 00:00:00-05:00,24.609870484956748,24.618753423268007,24.09457363981052,24.396642684936523,13766200,0.0,0.0
2013-11-06 00:00:00-05:00,24.57433185990356,24.609870391295157,23.783618176715358,23.881345748901367,13371800,0.0,0.0
2013-11-07 00:00:00-05:00,23.996841312344394,24.334448845941875,23.632579883500966,23.703655242919922,13309400,0.0,0.0
2013-11-08 00:00:00-05:00,23.668121332849136,24.547679712697388,23.650353760456166,23.89023208618164,17707900,0.0,0.0
2013-11-11 00:00:00-05:00,24.15676606243787,24.4854890291659,24.103458261424755,24.405529022216797,7869200,0.0,0.0
2013-11-12 00:00:00-05:00,24.378877340545984,25.293972581532756,24.369992706852734,24.98301887512207,29670200,0.0,0.0
2013-11-13 00:00:00-05:00,24.974132257344344,25.071859831064845,24.50325687643475,24.689830780029297,11977300,0.0,0.0
2013-11-14 00:00:00-05:00,24.77867406345251,25.045207973049397,24.592101851848135,24.823097229003906,10551900,0.0,0.0
2013-11-15 00:00:00-05:00,24.885289599066937,25.045209616404208,24.689832741527276,24.98301887512207,10508100,0.0,0.0
2013-11-18 00:00:00-05:00,25.116284991379594,25.498315767336273,24.920826439269327,24.98301887512207,13631800,0.0,0.0
2013-11-19 00:00:00-05:00,25.01854649493016,25.542727827654584,24.72536046938684,24.74312973022461,13900000,0.0,0.0
2013-11-20 00:00:00-05:00,24.867512290439457,24.947472273251968,24.361100195673593,24.61874771118164,12442400,0.0,0.0
2013-11-21 00:00:00-05:00,24.74313120737798,24.9918940956779,24.627632699607233,24.911935806274414,8489000,0.0,0.0
