Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-10-28 00:00:00-04:00,40.50095426126709,40.852440730442595,40.421068895103254,40.644744873046875,4474700,0.0,0.0
2013-10-29 00:00:00-04:00,40.70864933165148,40.72462640457537,40.045617565543076,40.10153579711914,6986400,0.0,0.0
2013-10-30 00:00:00-04:00,40.133478842475995,40.157442921576084,39.11895784727788,39.31067657470703,8599400,0.0,0.0
2013-10-31 00:00:00-04:00,39.3586261535216,40.1095304398972,39.318684987271475,39.7979850769043,6757500,0.0,0.0
2013-11-01 00:00:00-04:00,39.86987717403377,40.2852719735702,39.789994847987124,40.245330810546875,5045400,0.0,0.0
2013-11-04 00:00:00-05:00,40.253317664160654,40.38113121371628,40.02165465330502,40.26929473876953,4322800,0.0,0.0
2013-11-05 00:00:00-05:00,40.165436094735504,40.49295843104994,40.10951787004631,40.23733139038086,3692700,0.0,0.0
2013-11-06 00:00:00-05:00,40.3891205985979,40.3891205985979,40.14946753079172,40.33320236206055,5477800,0.0,0.0
2013-11-07 00:00:00-05:00,40.38111689778609,40.437035115435314,39.91779408764761,39.949745178222656,18678300,0.0,0.0
2013-11-08 00:00:00-05:00,39.901837043716604,40.47699657780134,39.84591879800442,40.445045471191406,18998600,0.0,0.0
2013-11-11 00:00:00-05:00,39.72606946270645,40.19738229722211,39.550324764214956,40.165428161621094,8162900,0.0,0.0
2013-11-12 00:00:00-05:00,40.005681206920954,40.16544586069883,39.91780881895385,39.98970413208008,27846900,0.0,0.0
2013-11-13 00:00:00-05:00,39.75574645856142,40.877103290567554,39.747680493753556,40.780296325683594,8956300,0.49,0.0
2013-11-14 00:00:00-05:00,40.73997066502965,41.25627871176063,40.731904698178916,41.167537689208984,5480100,0.0,0.0
2013-11-15 00:00:00-05:00,41.03844050127359,41.2481924655342,41.014239535180906,41.15138244628906,5759000,0.0,0.0
2013-11-18 00:00:00-05:00,41.224008689480264,41.224008689480264,40.95778869926404,41.167537689208984,4024500,0.0,0.0
2013-11-19 00:00:00-05:00,41.09492874145508,41.21593977764052,40.96585173899523,41.09492874145508,3724800,0.0,0.0
2013-11-20 00:00:00-05:00,41.05458772356017,41.14332872889494,40.72382775295481,40.877105712890625,3711400,0.0,0.0
2013-11-21 00:00:00-05:00,40.9093667114936,40.9981076972677,40.570540850287834,40.73188781738281,4749300,0.0,0.0
2013-11-22 00:00:00-05:00,40.75609380055952,41.336941722602326,40.65928683936498,41.32887268066406,5165100,0.0,0.0
2013-11-25 00:00:00-05:00,41.45794232400533,41.64349024908474,41.32079940968296,41.417606353759766,4338300,0.0,0.0
2013-11-26 00:00:00-05:00,41.46601424140208,41.50635021444613,40.77222442626953,40.77222442626953,5851200,0.0,0.0
2013-11-27 00:00:00-05:00,40.58668199633547,40.860970958671224,40.497940997133036,40.627017974853516,3287300,0.0,0.0
2013-11-29 00:00:00-05:00,40.844840028368104,40.957782010466154,40.417269996576344,40.51408004760742,2142800,0.0,0.0
2013-12-02 00:00:00-05:00,40.578602889493354,40.73188387825683,40.231708020890004,40.53020095825195,3588300,0.0,0.0
2013-12-03 00:00:00-05:00,40.46567767919539,40.57055370264644,40.0542457063311,40.15911865234375,5035800,0.0,0.0
2013-12-04 00:00:00-05:00,40.1671868259778,40.36080078168391,39.95743478361811,40.23172378540039,4106300,0.0,0.0
2013-12-05 00:00:00-05:00,40.19944836743585,40.48180327556559,40.11877333837186,40.3043212890625,3716500,0.0,0.0
2013-12-06 00:00:00-05:00,40.61088419781797,40.885173168460284,40.538278203311535,40.8448371887207,3854200,0.0,0.0
2013-12-09 00:00:00-05:00,40.804498335959636,41.18366021174069,40.73189234656535,40.97391128540039,3804800,0.0,0.0
2013-12-10 00:00:00-05:00,41.030377706174185,41.046512710627425,40.594741818248984,40.73188781738281,4385600,0.0,0.0
2013-12-11 00:00:00-05:00,40.82063034337672,40.852900355933606,40.23171646268354,40.320457458496094,4610500,0.0,0.0
